#BLTrackFile VirtualDetector/uniform_.0040_rad_detector_8
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-0.65013 0.0287298 5920.5 -0.00611274 -0.22867 105.533 32.6555 -211 7 1 0 1
8.10901 -13.133 5920.5 0.11622 -0.0835573 93.8951 35.2846 -211 16 1 0 1
8.10351 1.61161 5920.5 0.177818 0.0547167 135.383 28.2874 -211 29 1 0 1
2.08081 13.8328 5920.5 -0.0492459 0.0192925 95.5153 34.8736 -211 47 1 0 1
-12.2866 1.80158 5920.5 -0.166175 0.0685141 99.337 33.9656 -211 53 1 0 1
8.66116 1.47134 5920.5 0.0367005 -0.18404 149.872 26.9131 -211 57 1 0 1
10.1489 4.37767 5920.5 0.0722518 -0.076455 112.615 31.3645 -211 69 1 0 1
-8.28732 7.1336 5920.5 -0.214315 0.0144695 126.774 29.2929 -211 72 1 0 1
-6.93815 -4.32242 5920.5 -0.20155 -0.0431334 99.447 33.9406 -211 75 1 0 1
0.887983 -8.39099 5920.5 0.202325 -0.188566 132.992 28.5506 -211 81 1 0 1
10.0705 -8.80921 5920.5 0.178418 0.0903947 99.4003 33.9512 -211 88 1 0 1
6.28383 -0.237646 5920.5 -0.120289 0.0662052 73.7029 42.1778 -211 91 1 0 1
2.34126 -1.40627 5920.5 -0.125114 0.00284932 103.513 33.0624 -211 110 1 0 1
8.6784 4.75053 5920.5 0.108444 0.0209207 64.0534 47.2192 -211 111 1 0 1
12.7656 -0.90064 5920.5 24.2055 16.9938 81.4245 31.5973 13 116 1001 1 1
12.398 0.815746 5920.5 0.0105201 -0.018129 69.1671 44.3556 -211 123 1 0 1
-0.70045 -12.3568 5920.5 0.0813281 -0.108838 139.867 27.8239 -211 127 1 0 1
-1.71614 7.2205 5920.5 -0.0551151 -0.0134368 95.211 34.9494 -211 129 1 0 1
